b' ',b' ',b' ',b' ',b' '
b'Tue Apr 17 02:05:03 +0000 2018',986062956130521088,730387185489174529,b'Mark',"b'RT @FoxNews: J. Christian Adams on James @Comey\'s book: ""It showed that you had the number-two man at the @FBI repeatedly lying under oath.\xe2\x80\xa6'"
b'Tue Apr 17 02:05:04 +0000 2018',986062960568057857,729026552202137600,b'Mr.Fredrick Corcoran',b'RT @JackPosobiec: Laundering? You mean like with Tide Pods? https://t.co/NBQ42OHuwu'
b'Tue Apr 17 02:05:04 +0000 2018',986062961046380544,958907281571307521,b'Jonathan Hawker',b'RT @alexanderbruz: James Comey \xe2\x80\x9cruined\xe2\x80\x9d the election for @HillaryClinton (according to many liberals and Hillary herself) and then sold cop\xe2\x80\xa6'
b'Tue Apr 17 02:05:08 +0000 2018',986062977244762112,22313851,b'America First \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 NRA member MAGA',b'RT @Matthewcogdeill: @BarackObama @POTUS @FBI @GOP @jeffsessions @StateDept @HouseGOP @TeamTrump \xf0\x9f\x93\xa3#RETWEET \xf0\x9f\x93\xa3\nDemocrats support Barry Hussei\xe2\x80\xa6'
b'Tue Apr 17 02:05:10 +0000 2018',986062983599132672,828105812153421824,b'Blue State',b'RT @DanDeFreest: @Cheekee996 @HillaryClinton  https://t.co/ECJUFabesa'
b'Tue Apr 17 02:05:12 +0000 2018',986062991648051200,93664654,b'MoreThanAPundit',b'RT @ASoulful_Gypsy: @ObamaFoundation @BarackObama Still making a difference \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xe2\x9d\xa4\xef\xb8\x8f https://t.co/oZ8hMUeT2l'
b'Tue Apr 17 02:05:13 +0000 2018',986062995892637696,259479299,b'Sam Puzzo',b'RT @askboomer1949: ...is there an injured party?\n@HillaryClinton https://t.co/AIoZoDsfAP'
b'Tue Apr 17 02:05:14 +0000 2018',986063003358445568,958620739057299457,b'Mic R',b'RT @Jillibean557: I think @HillaryClinton and @BarackObama know that we R on to them and it\xe2\x80\x99s just a matter of time. #MAGA'
b'Tue Apr 17 02:05:16 +0000 2018',986063009683517440,529833279,b'The General ZodCast',b'@Trein3 @Nosynewsy @criticismandwit @EmilyRPeck @HillaryClinton @POTUS44 @realDonaldTrump @POTUS And we have multip\xe2\x80\xa6 https://t.co/G3ifV1h3WQ'
b'Tue Apr 17 02:05:16 +0000 2018',986063009893224448,705362883945697280,b'MN #2A Patriot',b'#LockEMup #CheatingObama #McCabe #Strzok #Page #Rosenstein #Mueller\n\n@Comey @HillaryClinton @BarackObama\xe2\x80\xa6 https://t.co/xhtXryki4n'
b'Tue Apr 17 02:05:16 +0000 2018',986063012468535297,1576345027,b'TheDustbinOfHistory',b'@adamcbest @CuntyLiberal @BarackObama @maddow Besides that they both have some damn integrity.'
b'Tue Apr 17 02:05:17 +0000 2018',986063015375237120,2785095209,b'doyla',b'RT @Matthewcogdeill: @BarackObama @POTUS @FBI @GOP @jeffsessions @StateDept @HouseGOP @TeamTrump \xf0\x9f\x93\xa3#RETWEET \xf0\x9f\x93\xa3\nDemocrats support Barry Hussei\xe2\x80\xa6'
b'Tue Apr 17 02:05:17 +0000 2018',986063016004235264,828527846,b'Lianne',b'RT @Fuctupmind: @TomFitton @JudicialWatch @RealDonalTrump There was always hundreds of thousands of Clinton emails on Weiners laptop.\n\nIron\xe2\x80\xa6'
b'Tue Apr 17 02:05:20 +0000 2018',986063026003603456,3445352299,b'Tasha Michelle Mears',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:05:22 +0000 2018',986063034211815424,61814348,b'Mike Le Deplorable',b'RT @GeraldoRivera: Just as he gratuitously made @realDonaldTrump president w his reckless announcement reopening @HillaryClinton email inve\xe2\x80\xa6'
b'Tue Apr 17 02:05:22 +0000 2018',986063034522243072,936148682,b'TRUMP 100% TRUMP\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',"b""RT @JohnRLottJr: Comey: \xe2\x80\x98My Wife and Girls\xe2\x80\x99 Marched in the Anti-Trump March, Voted Hillary. Comey's wife was devastated that Hillary lost t\xe2\x80\xa6"""
b'Tue Apr 17 02:05:22 +0000 2018',986063036560695296,307170550,b'Lance99\xf0\x9f\x94\xa5',"b'RT @jessemckinley: ""Pushes back"" is a very polite way of describing how @AriRabinHavt reacted to this description from @NYGovCuomo camp tha\xe2\x80\xa6'"
b'Tue Apr 17 02:05:22 +0000 2018',986063037181386753,281373704,b'WWGOWGA Eph 5:11',b'@HillaryClinton  https://t.co/xqTWgL3vqK'
b'Tue Apr 17 02:05:24 +0000 2018',986063042109636608,529833279,b'The General ZodCast',b'@Trein3 @Nosynewsy @criticismandwit @EmilyRPeck @HillaryClinton @POTUS44 @realDonaldTrump @POTUS concerning CrimPro\xe2\x80\xa6 https://t.co/7kT1u4WM9s'
b'Tue Apr 17 02:05:26 +0000 2018',986063050389315584,476083,b'Steven Perez',"b'RT @_SemaHernandez_: Hey @DebraMessing where the fuck were you when #Flint, #NoDAPL, #Yemen, #TPP, #MassIncarceration #Deportation were hap\xe2\x80\xa6'"
b'Tue Apr 17 02:05:27 +0000 2018',986063054780731392,485355853,b'nicole roberts',"b'RT @rolandsmartin: Wait. @SeanHannity is whining about @Comey, saying how could he make comments about @realDonaldTrump that he didn\xe2\x80\x99t have\xe2\x80\xa6'"
b'Tue Apr 17 02:05:27 +0000 2018',986063054881292293,21968889,b'Khavren',b'RT @amandapalmer: just saw this talk at TED. watch and learn and be aware: not even true-video is necessarily what you think it is. https:/\xe2\x80\xa6'
b'Tue Apr 17 02:05:27 +0000 2018',986063055560822784,2853539377,b'MN Jim',b'The always objective Jake Tapper\xf0\x9f\xa4\xa3 https://t.co/QWIaJyEcfF'
b'Tue Apr 17 02:05:28 +0000 2018',986063060317212673,373730900,b'T Fergie',b'@TrumpMAGAclub Yes &amp; Imagine finding out #Rosenstein wife Lisa Barsoomian was actually lawyer for @BillClinton 41-X\xe2\x80\xa6 https://t.co/C3snIf6rX1'
b'Tue Apr 17 02:05:29 +0000 2018',986063062871371776,82659605,b'Ishag Shafeeg',b'RT @gretchenbaer: @HillaryClinton Class acts! #ImWithHer always! https://t.co/dBe6QiUV89'
b'Tue Apr 17 02:05:29 +0000 2018',986063063513227266,67801872,b'Val Wayne',b'RT @Matthewcogdeill: @BarackObama @POTUS @FBI @GOP @jeffsessions @StateDept @HouseGOP @TeamTrump \xf0\x9f\x93\xa3#RETWEET \xf0\x9f\x93\xa3\nDemocrats support Barry Hussei\xe2\x80\xa6'
b'Tue Apr 17 02:05:29 +0000 2018',986063065656496128,307170550,b'Lance99\xf0\x9f\x94\xa5',"b""RT @JordanChariton: Ed Schultz says @msnbc fired him for supporting @BernieSanders and that network president told him he couldn't broadcas\xe2\x80\xa6"""
b'Tue Apr 17 02:05:30 +0000 2018',986063067103539200,93664654,b'MoreThanAPundit',b'RT @kartavyaam: @ObamaFoundation @BarackObama  https://t.co/GxFCQCqFNM'
b'Tue Apr 17 02:05:30 +0000 2018',986063069112684544,2284277344,b'MandyB',"b'@HillaryClinton Regardless of ur political affiliation or ur sensitivity whether she ""meant"" it or not, this statem\xe2\x80\xa6 https://t.co/9xKIlEJF0z'"
b'Tue Apr 17 02:05:30 +0000 2018',986063070416912384,540026221,b'dilip anketell',b'@Melinn2 @VettingBernie @dmboggs74 @_EthanGrey @turnermelodie12 @HillaryClinton @SenSanders @DNC @TheDemocrats That\xe2\x80\xa6 https://t.co/lNAEGqRyHf'
b'Tue Apr 17 02:05:32 +0000 2018',986063076238618625,217947342,b'Brandon Whitney',"b""I'm so, so proud of my dear co-founder @erinargyle and the entire @ioby community she is representing as one of 20\xe2\x80\xa6 https://t.co/AMk5ILb34S"""
b'Tue Apr 17 02:05:32 +0000 2018',986063077371084800,707088149550223360,b'Jeanine Girard',b'RT @atensnut: Once again.... Comey is helping dig Hillary\xe2\x80\x99s grave Deeper.  This idiot doesn\xe2\x80\x99t know when to be quite.  His EGO is bigger tha\xe2\x80\xa6'
b'Tue Apr 17 02:05:32 +0000 2018',986063078008635392,828527846,b'Lianne',"b'RT @Fuctupmind: @TomFitton @JudicialWatch @RealDonalTrump It was reported that there was 650,000 emails on that laptop.\n\nThe fbi also proce\xe2\x80\xa6'"
b'Tue Apr 17 02:05:35 +0000 2018',986063088083488768,842207790886203393,b'Dru',"b'RT @FoxNews: .@MariaBartiromo: ""Why did Jim @Comey take so many memos about @POTUS, then President-elect or candidate Trump, and no memos a\xe2\x80\xa6'"
b'Tue Apr 17 02:05:35 +0000 2018',986063091426144260,28456522,b'Tim Ragland',"b""@BayAreaPatriot1 @Drew1010 @TrumpPenceUSA1 @ABC @GStephanopoulos @Comey @HillaryClinton Damn you're a stupid person\xe2\x80\xa6 https://t.co/fbQyAzVCZf"""
b'Tue Apr 17 02:05:35 +0000 2018',986063091296342017,281373704,b'WWGOWGA Eph 5:11',b'@HillaryClinton @arenasummit  https://t.co/dRv9oadZrX'
b'Tue Apr 17 02:05:38 +0000 2018',986063101748445184,2494254355,b'Nathan Turner',b'@HillaryClinton Pantsuit on fire!!'
b'Tue Apr 17 02:05:39 +0000 2018',986063105519124480,373730900,b'T Fergie',"b'@realDonaldTrump Imagine finding out #Rosenstein wife Lisa Barsoomian was lawyer for @BillClinton 41-X,\xe2\x80\xa6 https://t.co/TLdKUePdLp'"
b'Tue Apr 17 02:05:39 +0000 2018',986063106857164800,606926247,b'N_V',"b'@PurpleIsCovfefe @BarackObama if this is true, you want @realDonaldTrump investigated, b ready for a bitch slap to\xe2\x80\xa6 https://t.co/ZmJAdjDklI'"
b'Tue Apr 17 02:05:40 +0000 2018',986063109868740608,230279984,b'#BernTheDNC',"b'RT @_SemaHernandez_: Hey @DebraMessing where the fuck were you when #Flint, #NoDAPL, #Yemen, #TPP, #MassIncarceration #Deportation were hap\xe2\x80\xa6'"
b'Tue Apr 17 02:05:40 +0000 2018',986063110426517509,36514310,b'James Plummer',b'RT @atensnut: Once again.... Comey is helping dig Hillary\xe2\x80\x99s grave Deeper.  This idiot doesn\xe2\x80\x99t know when to be quite.  His EGO is bigger tha\xe2\x80\xa6'
b'Tue Apr 17 02:05:40 +0000 2018',986063112393469952,730387185489174529,b'Mark',b'@FoxNews @JudgeJeanine @Comey @FBI @BarackObama Absolutely. The Obama bunch were all crooks.\nSelf serving Pigs'
b'Tue Apr 17 02:05:42 +0000 2018',986063118949343233,915748411126829056,b'Dymphna',b'@TomSteyer If the presidency is found invalid could they have Obama return while they hold another election?  That\xe2\x80\xa6 https://t.co/s2tpiFFAV7'
b'Tue Apr 17 02:05:43 +0000 2018',986063124993400833,828105812153421824,b'Blue State',b'RT @b4hillary: @PalmerReport @HillaryClinton @HillaryClinton \xe2\x9d\xa4\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9d\xa4 My President\xe2\x9d\xa4 Look at the positive as a result of the election... thousan\xe2\x80\xa6'
b'Tue Apr 17 02:05:46 +0000 2018',986063138012442626,3634093169,b'Cool-Hand Yak',"b""RT @DeepSouthProud: .@HillaryClinton According to you, women vote the way the men in their lives tell them to. Didn't James @Comey's wife a\xe2\x80\xa6"""
b'Tue Apr 17 02:05:47 +0000 2018',986063138675216386,281373704,b'WWGOWGA Eph 5:11',b'@HillaryClinton @WomenintheWorld  https://t.co/aVN0hEdcgR'
b'Tue Apr 17 02:05:50 +0000 2018',986063152428306437,550609555,b'David Cook',b'RT @atensnut: Once again.... Comey is helping dig Hillary\xe2\x80\x99s grave Deeper.  This idiot doesn\xe2\x80\x99t know when to be quite.  His EGO is bigger tha\xe2\x80\xa6'
b'Tue Apr 17 02:05:50 +0000 2018',986063153132920833,28699628,b'ross',"b""RT @JordanChariton: Ed Schultz says @msnbc fired him for supporting @BernieSanders and that network president told him he couldn't broadcas\xe2\x80\xa6"""
b'Tue Apr 17 02:05:53 +0000 2018',986063166785376256,36401143,b'luis salazar',b'RT @DanDeFreest: @HillaryClinton Interesting how a former First Lady expresses her feelings while the current first lady is one-again silen\xe2\x80\xa6'
b'Tue Apr 17 02:05:54 +0000 2018',986063169805221888,4919967214,b'dwren@dwren',"b'RT @PhilippeReines: 65,844,954 deserved her. And she would have fought like hell for all 325,700,000 Americans. https://t.co/y8QZCxhLfm'"
b'Tue Apr 17 02:05:55 +0000 2018',986063176029663233,964104149896974336,b'\xd0\x93\xd0\xbb\xd0\xb0\xd0\xb2\xd0\xb0 \xd0\xbd\xd0\xb8\xd0\xb6\xd0\xbd\xd0\xb5\xd0\xb9 \xd0\xbf\xd0\xb0\xd0\xbb\xd0\xb0\xd1\x82\xd1\x8b',"b'#Barack #Obama @BarackObama, #Hillary #Clinton @HillaryClinton \xd0\x92\xd0\xb0\xd1\x88\xd0\xb5 \xd0\xbc\xd0\xb5\xd1\x81\xd1\x82\xd0\xbe \xd1\x83 \xd0\xbf\xd0\xb0\xd1\x80\xd0\xb0\xd1\x88\xd0\xb8! https://t.co/rmk8rtR28m'"
b'Tue Apr 17 02:05:57 +0000 2018',986063183206076416,281373704,b'WWGOWGA Eph 5:11',b'@HillaryClinton  https://t.co/BhJeRyQOGi'
b'Tue Apr 17 02:06:00 +0000 2018',986063193918361600,966504338704216064,b'Echo Bravo',b'But Trump is crazy for asking questions... https://t.co/ZI21NLiMYU'
b'Tue Apr 17 02:06:01 +0000 2018',986063198502752257,828105812153421824,b'Blue State',"b'RT @TinaMarie88888: @HillaryClinton You are a class act, Hillary. Thank you for your compassionate leadership \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'"
b'Tue Apr 17 02:06:01 +0000 2018',986063198838280192,2509156808,b'TinkThinks',"b'#HannityCohen  ,@seanhannity .@HillaryClinton  .@BarackObama  .@Comey  .@POTUS  .@IngrahamAngle  .@TheEllenShow .\xe2\x80\xa6 https://t.co/IdDp6Hpct6'"
b'Tue Apr 17 02:06:02 +0000 2018',986063201916932097,21132231,b'a n g e l a  m a r i e',b'@HillaryClinton you crook https://t.co/NqUGg1B4x3'
b'Tue Apr 17 02:06:04 +0000 2018',986063213631627264,2975087800,b'Tatyana Yassukovich',b'RT @DanDeFreest: @Cheekee996 @HillaryClinton  https://t.co/ECJUFabesa'
b'Tue Apr 17 02:06:06 +0000 2018',986063218304077830,2450637188,b'CtYankee1776',b'@askboomer1949 @HillaryClinton there will be lots very soon ...'
b'Tue Apr 17 02:06:11 +0000 2018',986063242031173637,984894095662505985,b'Victor',b'@ABC Will they be eligible to have their records sealed like @BarackObama? \xf0\x9f\xa4\x94'
b'Tue Apr 17 02:06:16 +0000 2018',986063261450817536,2509156808,b'TinkThinks',"b'#HannityCohen  ,@seanhannity .@HillaryClinton  .@BarackObama  .@Comey  .@POTUS  .@IngrahamAngle  .@TheEllenShow .\xe2\x80\xa6 https://t.co/1xX7cNVXDi'"
b'Tue Apr 17 02:06:19 +0000 2018',986063274319007744,815713225064980480,b'Vicki Ann',b'Bernie would have beat him. That was unacceptable. https://t.co/z4FhyivB89'
b'Tue Apr 17 02:06:20 +0000 2018',986063277674369024,870357624876879874,b'McDes',"b""@askboomer1949 @HillaryClinton it's a really BIG party..."""
b'Tue Apr 17 02:06:21 +0000 2018',986063284045402112,869627670564229120,b'KelliRyanLOLidlolady',b'RT @askboomer1949: ...is there an injured party?\n@HillaryClinton https://t.co/AIoZoDsfAP'
b'Tue Apr 17 02:06:21 +0000 2018',986063285043671041,90803598,b'Unspokenbond',"b'RT @RebeccaKKatz: Andrew Cuomo\'s campaign actually tried to claim he was in ""lock-step"" with @BernieSanders today.  Well, here\'s what Berni\xe2\x80\xa6'"
b'Tue Apr 17 02:06:22 +0000 2018',986063287048695810,821376339940876291,b'MariqueUnique',b'RT @KrisParonto: And the core of your book Jim is based on integrity ??? What exactly is your definition of integrity Jim?? @Comey @Hillary\xe2\x80\xa6'
b'Tue Apr 17 02:06:22 +0000 2018',986063288084652032,931212857412325378,b'SallyCovfefe$',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:06:22 +0000 2018',986063288814395392,760087898,b'Tim Nelson',"b""RT @JordanChariton: Ed Schultz says @msnbc fired him for supporting @BernieSanders and that network president told him he couldn't broadcas\xe2\x80\xa6"""
b'Tue Apr 17 02:06:23 +0000 2018',986063291301511168,3225956311,b'Amplified Causes',"b'RT @_SemaHernandez_: Hey @DebraMessing where the fuck were you when #Flint, #NoDAPL, #Yemen, #TPP, #MassIncarceration #Deportation were hap\xe2\x80\xa6'"
b'Tue Apr 17 02:06:26 +0000 2018',986063304899559424,23405846,b'NewsX',b'It\xe2\x80\x99s a wrap for #AliaBhatt-#RanveerSingh-starrer #GullyBoy\n@AliaBhattOnline @AliaBhattsNews @AliaBhattCafe\xe2\x80\xa6 https://t.co/s4PRNWLh4g'
b'Tue Apr 17 02:06:27 +0000 2018',986063307290263552,3038444581,b'Louise Adams',b'RT @N_Fatale: Bwahahahahahahahahaha https://t.co/EvUsq4YAVH'
b'Tue Apr 17 02:06:29 +0000 2018',986063316043808773,958165720784867328,b'cmpdragon',b'@HillaryClinton G*d Bless Mrs. Bush and the whole family.'
b'Tue Apr 17 02:06:29 +0000 2018',986063315611897856,892449791971663872,b'Emily',"b'If @HillaryClinton got busted for so much as a parking ticket, these buffoons would nut their pants in pure joy. https://t.co/ytWkaNpvVs'"
b'Tue Apr 17 02:06:29 +0000 2018',986063316274569217,414867846,b'Vicky',b'RT @b4hillary: @PalmerReport @HillaryClinton @HillaryClinton \xe2\x9d\xa4\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9d\xa4 My President\xe2\x9d\xa4 Look at the positive as a result of the election... thousan\xe2\x80\xa6'
b'Tue Apr 17 02:06:29 +0000 2018',986063318568919040,730399472421875712,b'pup Ster',"b""Keeping it real @BernieSanders \n#BernieBlue Remember how he couldn't support Bernie or his polices &amp; escorted his c\xe2\x80\xa6 https://t.co/kPAytewbof"""
b'Tue Apr 17 02:06:34 +0000 2018',986063336591650817,14290934,b'Leslie Hall',"b'RT @PhilippeReines: 65,844,954 deserved her. And she would have fought like hell for all 325,700,000 Americans. https://t.co/y8QZCxhLfm'"
b'Tue Apr 17 02:06:34 +0000 2018',986063338508619776,744231688218238976,b'\xf0\x9f\x8c\x8aMadamePresident\xf0\x9f\x8c\x8a',b'@cathie_peterson @arlethapappas @HillaryClinton @FLOTUS Melania might break a nail or two...'
b'Tue Apr 17 02:06:35 +0000 2018',986063343562711040,73526914,b'luvbug',"b""@seanhannity @GStephanopoulos @HillaryClinton Someone is a hurt little bitch, aren't you."""
b'Tue Apr 17 02:06:36 +0000 2018',986063346872016897,931753279008247809,b'FACEMECOWARD',b'@KatyTurNBC @MSNBC @CNN @AriMelber @CoryBooker @KamalaHarris @FBI @chrislhayes @maddow @PhilMurphyNJ @MaddowBlog\xe2\x80\xa6 https://t.co/oPgqjS9Q4z'
b'Tue Apr 17 02:06:36 +0000 2018',986063347559809024,2713556066,b'Andre Rucker',b'@CHHolte @Rockhillapache @adair1946 @ERMA_____ @Willis_Hubbard_ @Irysdawn @Lololupus @rainrainrain77 @elaineyvette1\xe2\x80\xa6 https://t.co/Y5LJM81IAD'
b'Tue Apr 17 02:06:37 +0000 2018',986063350374203392,230279984,b'#BernTheDNC',"b""RT @JordanChariton: Ed Schultz says @msnbc fired him for supporting @BernieSanders and that network president told him he couldn't broadcas\xe2\x80\xa6"""
b'Tue Apr 17 02:06:40 +0000 2018',986063363561095168,516447380,b'Darnell Branch',"b'RT @rolandsmartin: Wait. @SeanHannity is whining about @Comey, saying how could he make comments about @realDonaldTrump that he didn\xe2\x80\x99t have\xe2\x80\xa6'"
b'Tue Apr 17 02:06:40 +0000 2018',986063363640889346,744231688218238976,b'\xf0\x9f\x8c\x8aMadamePresident\xf0\x9f\x8c\x8a',b'RT @cathie_peterson: @arlethapappas @HillaryClinton @Mama_Liberal @FLOTUS Yup. Barbara and melania ran in different circles...but Barbara c\xe2\x80\xa6'
b'Tue Apr 17 02:06:41 +0000 2018',986063365117227008,926141449036496896,b'Dorian Wilde',b'RT @ToniStantonNYC: I suggest that President @HillaryClinton present @StormyDaniels with the Medal of Honor.'
b'Tue Apr 17 02:06:41 +0000 2018',986063367797436417,828105812153421824,b'Blue State',b'@HillaryClinton Classy Lady \xe2\x9d\xa4\xef\xb8\x8f'
b'Tue Apr 17 02:06:41 +0000 2018',986063368460034048,926061342049652736,b'KEEP AMERICA GREAT!',"b'RT @larryelder: If President @BarackObama spent the first year and a half of his presidency battling bogus charges of ""collusion,"" the coun\xe2\x80\xa6'"
b'Tue Apr 17 02:06:41 +0000 2018',986063368749506562,28699628,b'ross',b'RT @jaydesh7: @cherylt777 @JordanChariton @MSNBC @BernieSanders @chrislhayes @JoeNBC @maddow @SenSanders @HillaryClinton Ask yourself if th\xe2\x80\xa6'
b'Tue Apr 17 02:06:43 +0000 2018',986063373606547456,759089104042790914,b'RMC',b'Awww!!! @HillaryClinton Always looking your evil best!!! That #PEDOVORE diet is working wonders!! #DeepStateInPanic https://t.co/BcjTwbmo9j'
b'Tue Apr 17 02:06:44 +0000 2018',986063378891223041,635685492,b'RH Sibley',"b'RT @krizanac31: Keep the lawsuits coming! \xf0\x9f\x91\x8f\n\n@HillaryClinton &amp; @TheDemocrats in 2016 cheated @SenSanders out of the nomination, before they\xe2\x80\xa6'"
b'Tue Apr 17 02:06:45 +0000 2018',986063383114870784,755009409185480704,b'Quintin Reid',"b'RT @mommode2: @BNBuzz @HillaryClinton What happened is, Patriotic Americans all came together &amp; saw Hillary for what she truly is...PURE EV\xe2\x80\xa6'"
b'Tue Apr 17 02:06:46 +0000 2018',986063388122820608,954323087687733249,b'Rakesh',b'RT @DBDass5: #\xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\x9f\xe0\xa5\x80_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x87_\xe0\xa4\x87\xe0\xa4\x82\xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xab \n\xe0\xa4\xb9\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\x9f\xe0\xa5\x80\xe0\xa4\xaf\xe0\xa5\x8b \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb0\xe0\xa4\xb9\xe0\xa5\x87\xe0\xa4\x97\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\x9c \xe0\xa4\x95\xe0\xa4\xbf\xe0\xa4\xb8 \xe0\xa4\xa4\xe0\xa4\xb0\xe0\xa4\xab \xe0\xa4\x9c\xe0\xa4\xbe \xe0\xa4\xb0\xe0\xa4\xb9\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa4\x82\xe0\xa5\xa4\n\xe0\xa4\x87\xe0\xa4\xa8 \xe0\xa4\xb8\xe0\xa4\xac\xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa3 \xe0\xa4\xab\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa5\x8d\xe0\xa4\xae\xe0\xa5\x8b \xe0\xa4\xae\xe0\xa5\x87 \xe0\xa4\x9c\xe0\xa5\x8b \xe0\xa4\xa8\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\xaa\xe0\xa4\xa8 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x96\xe0\xa4\xbe\xe2\x80\xa6'
b'Tue Apr 17 02:06:47 +0000 2018',986063392623484928,698555434374930433,b'Justice\xf0\x9f\x92\x9e',"b'RT @FoxNews: J. Christian Adams on James @Comey\'s book: ""It showed that you had the number-two man at the @FBI repeatedly lying under oath.\xe2\x80\xa6'"
b'Tue Apr 17 02:06:49 +0000 2018',986063399560925185,4715692053,b'Mike Webb Now',b'@motherhover @jameslander @arlingtondems @ArlingtonGOP @APSVirginia @MattWavro @POTUS @HillaryClinton @RepDonBeyer\xe2\x80\xa6 https://t.co/RrKmr2ot7e'
